               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 105,            0.074326,            0.028166,          3.4694e-08,             0.75275,             0.66979,             0.70321,             0.26853,             0.06941,            0.032473,           3.348e-08,            0.008284,            0.008284,            0.008284
                 106,            0.073881,            0.028131,          3.4398e-08,             0.73613,             0.65666,             0.69797,             0.26666,            0.069477,            0.032338,          3.3737e-08,           0.0082675,           0.0082675,           0.0082675
                 107,            0.072861,            0.029461,          3.4622e-08,             0.73379,             0.65572,             0.69154,             0.24825,             0.07058,            0.032324,          3.3741e-08,            0.008251,            0.008251,            0.008251
                 108,            0.072354,            0.028663,          3.4542e-08,             0.76841,             0.69098,              0.7322,              0.2689,            0.069854,            0.032009,          3.3485e-08,           0.0082345,           0.0082345,           0.0082345
                 109,            0.073077,            0.028994,          3.4439e-08,             0.74908,             0.67773,             0.71593,             0.27104,            0.069131,            0.032507,          3.3697e-08,            0.008218,            0.008218,            0.008218
                 110,            0.074069,            0.030552,          3.4312e-08,             0.71905,             0.66135,             0.69922,             0.26972,            0.070308,            0.031945,          3.3324e-08,           0.0082015,           0.0082015,           0.0082015
                 111,            0.072761,            0.030228,          3.4461e-08,             0.74845,             0.67355,             0.71373,             0.26121,            0.069958,            0.032383,          3.3417e-08,            0.008185,            0.008185,            0.008185
                 112,             0.07559,            0.031881,          3.4403e-08,              0.7449,             0.65194,             0.70092,             0.25432,            0.070931,            0.031629,          3.3201e-08,           0.0081685,           0.0081685,           0.0081685
                 113,            0.073619,            0.029474,          3.4242e-08,             0.72926,              0.6773,             0.70672,             0.27053,            0.068983,            0.031657,           3.326e-08,            0.008152,            0.008152,            0.008152
                 114,            0.071452,            0.030437,          3.4347e-08,             0.72443,             0.67167,              0.7009,             0.26256,            0.069666,            0.031688,          3.3512e-08,           0.0081355,           0.0081355,           0.0081355
                 115,            0.073917,            0.031143,          3.4441e-08,             0.74643,             0.70691,             0.73058,             0.27488,            0.069754,            0.032017,          3.3581e-08,            0.008119,            0.008119,            0.008119
                 116,             0.07234,            0.027839,          3.4455e-08,             0.75441,             0.67717,             0.72625,             0.27296,            0.069941,            0.031634,          3.3383e-08,           0.0081025,           0.0081025,           0.0081025
                 117,            0.073506,            0.028028,          3.4428e-08,             0.76657,             0.66543,             0.71676,              0.2806,            0.069514,            0.031791,          3.3151e-08,            0.008086,            0.008086,            0.008086
                 118,            0.071056,            0.026906,          3.4171e-08,             0.73556,             0.68366,             0.71213,             0.26695,            0.069638,            0.031896,          3.3167e-08,           0.0080695,           0.0080695,           0.0080695
                 119,            0.072267,             0.02864,          3.4281e-08,             0.74649,             0.64728,             0.70063,             0.27011,            0.070088,            0.031937,          3.3015e-08,            0.008053,            0.008053,            0.008053
                 120,            0.070798,            0.027696,          3.4293e-08,             0.73497,             0.68668,             0.71539,             0.27034,            0.069824,            0.031814,          3.3198e-08,           0.0080365,           0.0080365,           0.0080365
                 121,            0.074618,            0.028536,          3.4085e-08,              0.7361,             0.66462,             0.70286,             0.26201,            0.070999,            0.031851,           3.299e-08,             0.00802,             0.00802,             0.00802
                 122,            0.072957,            0.027961,          3.4293e-08,             0.73581,             0.67355,             0.71581,             0.26626,             0.06963,            0.031988,          3.3365e-08,           0.0080035,           0.0080035,           0.0080035
                 123,            0.073594,            0.027979,          3.4187e-08,             0.72088,             0.68199,             0.70273,             0.26157,            0.070583,            0.032865,          3.3274e-08,            0.007987,            0.007987,            0.007987
                 124,            0.074202,            0.033053,          3.4206e-08,             0.72091,              0.7045,             0.70656,             0.27195,            0.070248,            0.032498,          3.3424e-08,           0.0079705,           0.0079705,           0.0079705
                 125,              0.0746,            0.031011,          3.3895e-08,             0.74834,             0.69043,             0.72924,             0.27296,            0.069259,            0.032333,          3.3162e-08,            0.007954,            0.007954,            0.007954
                 126,            0.072711,            0.029815,          3.3567e-08,             0.72191,              0.6576,             0.69428,             0.27231,            0.070476,            0.032306,           3.291e-08,           0.0079375,           0.0079375,           0.0079375
                 127,            0.071413,            0.028387,          3.3992e-08,             0.73762,             0.69887,              0.7214,             0.27507,             0.06922,            0.031952,          3.3011e-08,            0.007921,            0.007921,            0.007921
                 128,            0.070637,             0.02668,          3.4031e-08,             0.75045,             0.65731,             0.70319,             0.26938,            0.069461,            0.031406,          3.3049e-08,           0.0079045,           0.0079045,           0.0079045
                 129,             0.07069,            0.026406,           3.435e-08,              0.7536,             0.68105,              0.7234,             0.27029,            0.069891,            0.031833,           3.311e-08,            0.007888,            0.007888,            0.007888
                 130,            0.072959,            0.029504,          3.4063e-08,              0.7684,             0.67849,             0.72834,             0.28223,            0.069178,            0.031117,          3.2998e-08,           0.0078715,           0.0078715,           0.0078715
                 131,            0.072683,            0.028262,          3.3998e-08,             0.75289,             0.66979,             0.70736,             0.27558,            0.068977,            0.031212,          3.3002e-08,            0.007855,            0.007855,            0.007855
                 132,            0.069544,            0.026001,          3.3963e-08,             0.76724,             0.68338,              0.7305,              0.2798,            0.068257,            0.031356,          3.3089e-08,           0.0078385,           0.0078385,           0.0078385
                 133,             0.06956,             0.02765,          3.4058e-08,             0.74184,             0.68293,             0.71665,             0.27437,            0.068686,            0.031449,          3.2888e-08,            0.007822,            0.007822,            0.007822
                 134,            0.071437,            0.028492,          3.3852e-08,             0.75508,             0.68105,             0.72599,             0.27685,            0.068361,            0.031482,          3.2879e-08,           0.0078055,           0.0078055,           0.0078055
                 135,            0.072082,            0.027583,          3.4028e-08,             0.76097,             0.66041,             0.71754,             0.26695,            0.069165,            0.031068,          3.2798e-08,            0.007789,            0.007789,            0.007789
                 136,            0.074118,            0.027566,          3.4072e-08,             0.74798,             0.66542,             0.71294,              0.2576,            0.069938,             0.03134,          3.2962e-08,           0.0077725,           0.0077725,           0.0077725
                 137,            0.072637,            0.030459,          3.3999e-08,             0.72151,             0.67448,             0.70725,             0.26603,            0.068928,            0.031364,          3.3245e-08,            0.007756,            0.007756,            0.007756
                 138,            0.073215,            0.030878,          3.4084e-08,             0.75494,             0.69137,             0.73113,             0.27754,            0.068212,            0.031706,          3.3238e-08,           0.0077395,           0.0077395,           0.0077395
                 139,            0.070755,            0.028448,          3.4112e-08,             0.74598,             0.70075,             0.72901,             0.28046,            0.068633,            0.032114,          3.3343e-08,            0.007723,            0.007723,            0.007723
                 140,            0.072673,            0.029848,          3.4101e-08,             0.77643,             0.67167,              0.7205,             0.27919,            0.069634,            0.031869,          3.3192e-08,           0.0077065,           0.0077065,           0.0077065
                 141,            0.070156,            0.026048,          3.3981e-08,              0.7638,             0.66886,             0.71147,             0.27603,            0.070592,            0.031319,           3.286e-08,             0.00769,             0.00769,             0.00769
                 142,            0.071346,            0.025452,          3.3963e-08,             0.75791,             0.69512,             0.74526,             0.28339,            0.068798,            0.031794,          3.3123e-08,           0.0076735,           0.0076735,           0.0076735
                 143,            0.071111,            0.029085,          3.4004e-08,             0.77144,             0.69606,             0.73923,             0.28039,            0.069783,            0.032049,          3.2931e-08,            0.007657,            0.007657,            0.007657
                 144,            0.070977,            0.027117,          3.4167e-08,             0.74781,             0.69542,             0.71945,             0.27452,            0.069241,            0.032232,          3.3112e-08,           0.0076405,           0.0076405,           0.0076405
                 145,            0.072852,            0.027936,             3.4e-08,             0.74015,             0.68668,             0.71784,             0.28149,            0.069109,            0.032023,           3.289e-08,            0.007624,            0.007624,            0.007624
                 146,            0.071376,            0.026763,          3.3759e-08,             0.73831,             0.69418,             0.72031,             0.28928,            0.068812,            0.032374,          3.3091e-08,           0.0076075,           0.0076075,           0.0076075
                 147,             0.07172,            0.028248,          3.4119e-08,             0.73395,             0.66041,              0.7033,             0.28037,            0.068954,            0.031877,          3.2741e-08,            0.007591,            0.007591,            0.007591
                 148,            0.071862,            0.030021,          3.3868e-08,             0.75982,              0.6529,             0.71117,             0.27192,            0.069594,            0.032019,          3.2416e-08,           0.0075745,           0.0075745,           0.0075745
                 149,            0.072568,             0.02966,          3.3619e-08,             0.73353,             0.70238,             0.72753,              0.2898,            0.068331,            0.032018,          3.2542e-08,            0.007558,            0.007558,            0.007558
                 150,            0.068871,            0.029251,          3.3876e-08,              0.7384,             0.70356,             0.72864,              0.2918,            0.068715,             0.03239,          3.2926e-08,           0.0075415,           0.0075415,           0.0075415
