               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 101,             0.10994,             0.12927,          3.6933e-08,             0.24336,             0.27831,             0.17627,            0.055378,              0.1026,             0.16383,          3.7261e-08,             0.00835,             0.00835,             0.00835
                 102,             0.10936,             0.11689,          3.7634e-08,             0.24457,             0.29506,             0.18076,            0.056033,             0.10233,             0.16221,          3.8015e-08,           0.0083335,           0.0083335,           0.0083335
                 103,             0.10967,             0.11409,          3.7575e-08,             0.24457,             0.29506,             0.18076,            0.056033,             0.10233,             0.16221,          3.8015e-08,            0.008317,            0.008317,            0.008317
                 104,              0.1073,             0.11449,          3.7958e-08,              0.2498,             0.29795,             0.18422,            0.056652,             0.10216,             0.16255,          3.7794e-08,           0.0083005,           0.0083005,           0.0083005
                 105,             0.11024,             0.13845,          3.6786e-08,              0.2498,             0.29795,             0.18422,            0.056652,             0.10216,             0.16255,          3.7794e-08,            0.008284,            0.008284,            0.008284
                 106,             0.11165,             0.13468,          3.6811e-08,             0.24303,             0.29294,             0.17389,            0.055349,             0.10241,              0.1619,          3.8294e-08,           0.0082675,           0.0082675,           0.0082675
                 107,             0.11015,             0.11814,          3.7269e-08,             0.24303,             0.29294,             0.17389,            0.055349,             0.10241,              0.1619,          3.8294e-08,            0.008251,            0.008251,            0.008251
                 108,             0.10987,              0.1172,          3.7679e-08,             0.23248,              0.2804,              0.1648,            0.053819,             0.10305,             0.16104,          3.8464e-08,           0.0082345,           0.0082345,           0.0082345
                 109,             0.11011,              0.1284,          3.7485e-08,             0.23248,              0.2804,              0.1648,            0.053819,             0.10305,             0.16104,          3.8464e-08,            0.008218,            0.008218,            0.008218
                 110,               0.109,             0.12712,          3.7331e-08,             0.23977,             0.28709,             0.17124,            0.054084,             0.10274,             0.15981,           3.832e-08,           0.0082015,           0.0082015,           0.0082015
                 111,               0.109,             0.12945,          3.7106e-08,             0.23977,             0.28709,             0.17124,            0.054084,             0.10274,             0.15981,           3.832e-08,            0.008185,            0.008185,            0.008185
                 112,             0.10792,             0.12661,           3.771e-08,             0.27273,             0.30631,             0.20195,            0.061845,             0.10171,             0.16245,          3.7847e-08,           0.0081685,           0.0081685,           0.0081685
                 113,             0.10878,             0.13113,          3.6801e-08,             0.27273,             0.30631,             0.20195,            0.061845,             0.10171,             0.16245,          3.7847e-08,            0.008152,            0.008152,            0.008152
                 114,             0.10913,             0.12742,          3.7704e-08,             0.27258,             0.30506,             0.20175,            0.062884,             0.10161,             0.16201,          3.8018e-08,           0.0081355,           0.0081355,           0.0081355
                 115,             0.10965,             0.11833,          3.7368e-08,             0.27258,             0.30506,             0.20175,            0.062884,             0.10161,             0.16201,          3.8018e-08,            0.008119,            0.008119,            0.008119
                 116,             0.10772,             0.11965,          3.7442e-08,             0.29573,             0.29795,             0.21182,            0.064803,             0.10137,             0.16226,          3.7881e-08,           0.0081025,           0.0081025,           0.0081025
                 117,             0.10492,             0.13604,          3.7433e-08,             0.29573,             0.29795,             0.21182,            0.064803,             0.10137,             0.16226,          3.7881e-08,            0.008086,            0.008086,            0.008086
                 118,              0.1044,             0.10737,          3.8136e-08,             0.31294,             0.30493,             0.21926,            0.067067,               0.101,             0.16379,          3.7608e-08,           0.0080695,           0.0080695,           0.0080695
